
Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
629	11	36	159
630	10	36	159
631	11	37	160
632	11	36	159
633	11	36	160
634	11	36	160
635	11	37	160
636	10	36	159
637	11	36	159
638	11	34	159
639	11	36	160
640	10	36	159
641	11	36	159
642	10	36	159
643	10	36	159
644	10	36	159
645	11	34	159
646	11	36	159
647	10	36	159
648	10	36	159
649	10	36	159
650	11	37	160
651	11	36	160
652	11	36	160
653	10	36	159
654	10	36	161
655	10	36	159
656	10	36	159
657	11	36	160
658	10	36	159
659	10	36	159
660	10	36	159
661	11	36	160
662	11	37	160
663	11	36	159
664	11	36	159
665	11	36	159
666	10	36	159
667	11	36	159
668	10	36	159
669	11	36	160
670	11	36	160
671	11	36	159
672	10	36	159
673	10	36	159
674	11	36	159
675	10	36	159
676	10	36	159
677	11	37	160
678	10	36	159
679	10	36	159
680	11	37	160
681	10	36	159
682	11	36	159
683	10	70	159
684	11	37	160
685	11	36	160
686	11	36	159
687	10	36	159
688	10	36	159
689	11	36	160
690	11	37	160
691	11	36	159
692	11	37	160
693	11	37	160
694	11	37	160
695	11	37	160
696	11	37	160
697	10	36	159
698	10	36	159
699	10	36	159
700	10	36	159
701	11	36	160
702	11	36	159
703	10	36	159
704	11	36	159
705	11	37	160
706	10	36	159
707	11	34	159
708	11	36	159
709	11	35	160
710	11	36	160
711	11	36	160
712	11	37	160
713	11	36	160
714	11	36	160
715	11	37	160
716	11	36	159
717	10	36	159
718	11	36	159
719	11	37	160
720	10	36	159
721	10	36	159
722	10	36	159
723	10	36	159
724	10	36	159
725	11	34	159
726	10	36	159
727	11	37	160
728	10	36	159
729	11	36	160
730	10	36	159
731	11	36	160
732	10	36	159
733	11	36	159
734	11	37	160
735	10	36	159
736	11	37	160
737	10	36	159
738	10	36	159
739	11	36	160
740	11	37	160
741	11	36	159
742	11	36	160
743	11	36	160
744	11	36	159
745	11	36	160
746	11	36	160
747	10	36	159
748	10	36	159
749	11	36	160
750	10	36	159
751	10	36	159
752	10	36	159
753	11	35	160
754	11	35	160
755	10	36	159
756	10	36	159
757	10	36	159
758	10	36	159
759	10	36	159
760	11	35	160
761	10	36	159
762	11	36	159
763	10	36	159
764	11	36	159
765	10	36	159
766	11	36	160
767	10	36	159
768	10	34	159
769	11	36	159
770	11	36	160
771	11	36	159
772	11	37	160
773	11	36	159
774	10	36	159
775	11	36	159
776	11	36	159
777	11	36	160
778	10	36	159
779	11	36	159
780	11	36	159
781	11	37	160
782	11	36	160
783	11	34	159
784	11	36	159
785	10	36	159
786	10	36	159
787	11	36	159
788	11	37	160
789	10	36	159
790	11	36	159
791	10	36	159
792	10	36	159
793	10	36	159
794	11	36	159
795	11	37	162
796	10	36	159
797	10	36	159
798	11	36	160
799	11	36	161
800	10	36	159
801	10	36	159
802	11	36	159
803	10	36	159
804	10	36	159
805	11	37	160
806	10	34	159
807	11	36	159
808	10	36	159
809	11	36	159
810	11	37	160
811	11	36	160
812	10	36	159
813	10	36	159
814	10	36	159
815	11	36	160
816	11	37	160
817	11	36	160
818	10	36	159
819	10	36	159
820	11	36	159
821	11	36	160
822	11	35	160
823	11	36	160
824	11	36	159
825	10	36	159
826	11	36	159
827	10	36	159
828	10	36	159
829	11	36	159
830	11	36	160
831	10	34	159
832	10	36	159
833	10	36	159
834	11	36	159
835	11	36	160
836	10	36	159
837	10	36	159
838	10	36	159
839	10	36	159
840	10	36	159
841	10	36	159
842	11	37	160
843	10	36	159
844	11	36	159
845	10	36	159
846	11	36	159
847	10	36	159
848	10	36	159
849	11	36	160
850	11	36	160
851	10	36	159
852	10	36	159
853	11	36	159
854	11	37	160
855	10	36	159
856	10	36	159
857	11	36	159
858	11	36	160
859	10	36	159
860	11	37	160
861	11	36	159
862	10	36	159
863	10	36	159
864	10	36	159
865	11	36	160
866	11	37	160
867	11	36	160
868	11	37	160
869	11	36	159
870	10	36	159
871	10	36	159
872	11	36	159
873	10	36	159
874	10	36	159
875	11	37	160
876	10	36	159
877	10	36	159
878	11	36	160
879	11	36	159
880	11	34	159
881	11	36	159
882	10	36	159
883	11	37	160
884	11	37	160
885	11	36	161
886	10	36	159
887	10	36	159
888	10	36	159
889	11	36	159
890	11	36	159
891	10	36	159
892	10	36	159
893	11	36	159
894	11	37	160
895	10	36	159
896	11	36	160
897	10	36	159
898	10	36	159
899	10	36	159
900	10	36	159
901	11	36	159
902	10	36	159
903	10	36	159
904	11	37	160
905	10	36	161
906	10	36	159
907	10	36	159
908	10	36	159
909	11	36	160
910	11	36	160
911	11	37	160
912	11	36	160
913	11	36	159
914	10	36	161
915	10	36	159
916	11	36	159
917	10	36	159
918	11	36	161
919	10	36	159
920	10	36	159
921	10	36	159
922	11	36	159
923	11	37	160
924	10	36	161
925	10	36	159
926	10	36	159
927	11	36	161
928	11	36	159
929	10	36	159
930	11	37	160
931	10	36	159
932	11	36	160
933	10	36	159
934	11	36	159
935	10	36	159
936	11	36	160
937	11	36	159
938	10	36	159
939	11	37	160
940	11	36	159
941	10	36	159
942	11	36	160
943	11	36	172
944	10	36	159
945	11	36	159
946	11	36	160
947	10	36	159
948	10	36	159
949	10	36	159
950	10	36	159
951	10	36	159
952	11	37	160
953	11	37	160
954	11	36	160
955	10	36	159
956	11	36	160
957	10	36	159
958	10	36	159
959	11	36	159
960	10	34	159
961	10	36	159
962	11	36	159
963	11	37	160
964	10	36	159
965	11	36	159
966	10	36	159
967	10	36	159
968	11	36	160
969	11	36	160
970	11	37	160
971	11	37	160
972	11	36	160
973	10	36	159
974	10	36	159
975	11	36	159
976	11	36	159
977	11	37	160
978	11	36	160
979	10	36	159
980	11	36	159
981	11	37	160
982	11	36	159
983	10	36	159
984	10	36	159
985	11	36	160
986	10	36	161
987	11	36	160
988	11	36	161
989	10	36	159
990	10	36	159
991	11	37	160
992	10	36	159
993	11	36	161
994	11	36	160
995	10	36	159
996	11	37	160
997	10	36	159
998	10	36	159
999	10	36	159
